,salary
119534,110320.91
119535,110572.94
119536,109163.01
119537,109163.01
119538,110723.34
119539,108965.91
119540,100662.03
119541,110692.69
119542,110455.13
119543,112368.46
119544,113243.08
119545,109124.01
119546,112508.53
119547,108875.06
119548,108875.01
119549,110665.67
119550,110914.51
119551,109194.92
119552,122638.48
119553,109068.32
119554,113711.91
119555,109632.26
119556,109058.41
119557,108564.75
119558,100991.57
119559,113017.4
119560,112046.17
119561,112083.61
119562,107951.14
119563,111500.58
119564,108262.71
119565,107819.01
119566,117537.4
119567,108929.39
119568,110507.53
119569,109353.56
119570,108023.8
119571,108801.0
119572,101221.89
119573,108014.69
119574,110350.97
119575,107980.03
119576,108978.71
119577,110421.02
119578,107048.0
119579,113497.39
119580,109857.78
119581,111596.75
119582,111146.03
119583,109834.19
119584,111911.92
119585,114401.37
119586,110308.08
119587,109065.08
119588,112745.25
119589,108337.02
119590,108337.0
119591,109461.1
119592,108674.19
119593,107654.41
119594,108325.02
119595,110775.65
119596,108075.75
119597,110824.61
119598,126082.21
119599,102974.57
119600,108764.01
119601,108417.22
119602,109960.04
119603,110583.66
119604,111931.75
119605,113899.1
119606,108886.81
119607,126371.69
119608,111914.14
119609,110726.58
119610,107580.91
119611,119099.69
119612,108869.76
119613,143021.78
119614,109053.76
119615,107526.2
119616,108923.96
119617,109256.86
119618,108143.03
119619,115415.92
119620,112586.27
119621,109882.25
119622,108139.18
119623,114382.26
119624,108561.09
119625,108561.07
119626,108561.07
119627,108561.05
119628,108561.05
119629,108561.04
119630,108561.03
119631,108561.04
119632,108561.02
119633,108561.02
119634,108561.02
119635,108561.02
119636,108561.02
119637,108561.02
119638,108561.01
119639,108561.01
119640,108561.01
119641,108561.0
119642,108561.0
119643,110307.06
119644,110894.93
119645,144161.31
119646,108534.98
119647,119545.73
119648,110263.53
119649,111782.41
119650,110356.86
119651,108077.09
119652,111986.77
119653,108547.11
119654,113488.67
119655,144077.29
119656,107359.0
119657,145503.59
119658,108954.4
119659,108477.02
119660,108900.02
119661,108457.95
119662,107329.5
119663,112021.84
119664,107819.3
119665,116548.96
119666,109298.56
119667,108437.04
119668,108437.03
119669,108437.01
119670,108437.01
119671,108287.95
119672,108171.16
119673,107962.22
119674,111983.59
119675,109791.91
119676,108371.1
119677,108328.26
119678,108126.83
119679,115429.51
119680,108188.2
119681,110452.8
119682,111286.44
119683,111206.73
119684,108337.1
119685,108337.12
119686,108337.1
119687,108337.07
119688,108337.02
119689,108337.02
119690,108337.01
119691,108337.05
119692,108095.04
119693,110534.03
119694,109078.05
119695,107561.84
119696,110319.88
119697,111180.93
119698,109581.59
119699,108289.71
119700,114924.2
119701,108738.05
119702,111512.56
119703,107830.84
119704,110218.11
119705,113363.9
119706,109523.11
119707,111688.1
119708,111003.02
119709,108921.81
119710,110916.29
119711,107276.0
119712,107276.0
119713,111740.32
119714,108953.97
119715,108144.01
119716,111555.83
119717,107901.23
119718,112823.29
119719,110316.75
119720,109114.8
119721,113452.19
119722,106238.09
119723,107708.45
119724,108493.56
119725,107671.88
119726,108144.69
119727,109475.55
119728,109226.79
119729,108119.41
119730,108294.16
119731,111930.32
119732,107319.49
119733,113674.8
119734,109403.87
119735,110452.11
119736,106708.75
119737,107873.19
119738,107188.12
119739,113084.73
119740,109842.65
119741,107923.09
119742,112017.57
119743,107924.71
119744,108062.45
119745,110943.82
119746,108777.68
119747,108945.36
119748,108572.08
119749,109171.48
119750,106629.31
119751,109661.11
119752,110208.66
119753,110806.35
119754,107475.84
119755,109769.32
119756,112619.95
119757,107900.02
119758,107900.0
119759,109980.79
119760,111209.58
119761,109584.82
119762,108427.85
119763,109982.11
119764,107909.23
119765,108942.88
119766,110249.38
119767,109737.4
119768,109102.36
119769,108125.99
119770,109605.75
119771,109127.94
119772,108113.19
119773,109217.19
119774,108317.76
119775,109077.07
119776,108550.56
119777,110620.61
119778,98874.46
119779,110139.1
119780,107941.43
119781,110057.83
119782,108976.47
119783,111451.4
119784,102562.49
119785,107371.25
119786,107451.41
119787,108868.33
119788,109501.65
119789,108714.97
119790,109024.51
119791,108826.67
119792,111605.38
119793,108592.37
119794,109432.3
119795,109915.55
119796,135082.3
119797,107867.73
119798,107716.41
119799,108115.81
119800,107797.14
119801,111088.63
119802,108133.93
119803,107623.52
119804,107163.03
119805,106866.42
119806,104473.82
119807,107970.32
119808,108607.47
119809,111040.82
119810,99998.02
119811,107822.2
119812,108178.02
119813,108370.62
119814,106238.35
119815,109050.35
119816,106432.91
119817,109116.73
119818,110464.45
119819,108264.17
119820,113343.65
119821,110848.45
119822,107472.69
119823,107888.25
119824,108976.86
119825,107442.5
119826,110860.65
119827,110195.47
119828,108824.37
119829,110730.58
119830,107926.7
119831,107700.09
119832,108847.21
119833,107440.28
119834,110407.65
119835,109132.78
119836,107099.52
119837,107576.47
119838,108320.55
119839,109284.24
119840,102579.51
119841,107191.68
119842,107142.51
119843,109652.11
119844,104693.74
119845,109285.75
119846,110811.29
119847,106240.2
119848,109105.65
119849,106230.82
119850,108190.19
119851,116201.0
119852,106001.22
119853,106961.98
119854,109061.08
119855,108028.96
119856,106543.74
119857,110101.97
119858,108908.36
119859,106199.2
119860,106986.68
119861,108823.9
119862,110297.15
119863,107915.0
119864,106185.0
119865,107998.2
119866,109845.98
119867,109388.67
119868,109215.44
119869,108380.02
119870,107487.95
119871,107042.63
119872,110655.37
119873,106834.13
119874,110873.09
119875,112777.07
119876,106827.02
119877,108375.53
119878,120170.05
119879,108514.14
119880,107580.38
119881,108516.67
119882,106995.91
119883,115558.35
119884,111808.19
119885,106971.04
119886,107789.71
119887,105858.62
119888,105874.43
119889,106780.8
119890,108731.38
119891,105884.21
119892,107745.09
119893,107158.11
119894,134237.97
119895,106526.82
119896,107831.41
119897,109834.15
119898,113133.68
119899,111313.89
119900,109198.45
119901,107258.06
119902,106658.51
119903,109741.09
119904,106640.34
119905,110806.04
119906,108891.32
119907,107094.44
119908,107165.21
119909,115013.42
119910,106800.01
119911,107032.02
119912,107032.01
119913,108643.24
119914,105735.48
119915,111651.07
119916,107020.0
119917,115641.2
119918,121800.73
119919,107008.03
119920,106997.49
119921,107255.19
119922,102473.85
119923,105680.19
119924,107040.78
119925,107135.92
119926,106161.07
119927,107506.21
119928,109926.71
119929,109263.85
119930,113297.43
119931,108971.01
119932,105984.84
119933,108554.8
119934,109122.38
119935,108076.48
119936,109576.59
119937,109092.58
119938,109496.34
119939,113761.89
119940,107418.53
119941,111226.25
119942,108167.41
119943,109536.73
119944,107012.83
119945,108612.65
119946,108415.64
119947,105764.13
119948,107695.2
119949,106839.22
119950,107069.0
119951,108068.48
119952,118667.06
119953,106439.2
119954,108538.97
119955,109238.06
119956,106346.24
119957,110055.7
119958,109470.62
119959,108005.87
119960,108356.29
119961,106312.05
119962,106759.04
119963,106759.02
119964,105442.22
119965,107591.99
119966,111677.86
119967,108909.02
119968,107286.82
119969,108080.71
119970,107798.49
119971,107280.83
119972,105394.33
119973,107364.34
119974,107091.32
119975,108730.93
119976,109898.47
119977,108841.83
119978,105594.03
119979,108860.55
119980,105970.45
119981,107320.55
119982,107353.19
119983,111031.01
119984,124380.08
119985,108201.7
119986,106618.12
119987,107585.55
119988,106618.0
119989,106839.89
119990,107959.78
119991,141828.78
119992,107683.29
119993,108828.99
119994,107370.48
119995,107806.69
119996,107928.71
119997,107631.43
119998,108634.76
119999,108731.63
120000,119678.69
120001,106352.32
120002,106688.09
120003,105833.4
120004,109213.05
120005,106173.76
120006,107705.59
120007,108184.15
120008,105205.8
120009,107138.97
120010,108022.89
120011,114299.66
120012,106121.16
120013,106240.2
120014,100536.78
120015,110060.86
120016,106030.83
120017,119551.45
120018,106226.6
120019,106219.76
120020,107134.34
120021,106475.61
120022,107896.98
120023,106185.0
120024,106813.66
120025,108108.01
120026,106408.06
120027,106408.06
120028,106408.09
120029,106809.54
120030,108179.11
120031,105099.89
120032,105066.33
120033,105920.0
120034,106459.55
120035,105045.63
120036,107565.12
120037,106088.87
120038,109388.67
120039,109609.41
120040,107940.96
120041,121361.73
120042,105848.08
120043,126206.94
120044,111899.34
120045,105832.01
120046,105610.39
120047,108314.84
120048,105831.45
120049,107621.86
120050,109116.89
120051,106158.17
120052,106475.77
120053,112269.17
120054,107426.28
120055,107069.47
120056,111139.21
120057,105117.8
120058,108509.56
120059,106316.94
120060,105825.22
120061,106627.54
120062,106886.26
120063,109784.94
120064,105009.56
120065,105176.7
120066,107816.22
120067,107437.26
120068,107201.53
120069,108097.74
120070,107043.73
120071,106381.02
120072,104848.67
120073,107776.48
120074,104939.23
120075,107268.16
120076,106895.1
120077,106366.25
120078,106151.95
120079,106759.18
120080,106748.81
120081,108264.13
120082,106063.14
120083,106866.88
120084,104807.15
120085,97698.9
120086,105847.26
120087,106726.39
120088,104968.42
120089,106035.01
120090,105797.0
120091,107686.47
120092,109568.93
120093,106922.45
120094,106654.84
120095,105994.03
120096,104751.46
120097,106088.13
120098,107975.87
120099,108962.26
120100,108310.0
120101,107991.84
120102,104649.3
120103,110649.38
120104,105610.44
120105,106422.56
120106,107331.5
120107,108168.04
120108,124167.9
120109,108483.02
120110,106495.17
120111,105457.02
120112,107272.18
120113,132434.34
120114,105696.61
120115,107558.06
120116,107558.02
120117,107558.02
120118,107558.02
120119,107558.02
120120,107558.01
120121,107558.01
120122,107558.01
120123,107558.0
120124,107558.0
120125,107558.0
120126,107558.0
120127,106664.56
120128,105434.44
120129,105639.07
120130,106495.48
120131,106976.19
120132,113011.99
120133,106143.82
120134,107302.11
120135,107044.66
120136,107531.28
120137,108811.62
120138,109163.0
120139,104727.83
120140,104700.01
120141,105519.41
120142,106767.17
120143,107116.12
120144,97366.91
120145,110069.68
120146,107256.6
120147,107683.38
120148,105169.43
120149,107713.76
120150,107632.13
120151,109839.19
120152,107230.98
120153,109875.88
120154,106506.13
120155,105437.51
120156,108021.31
120157,105396.24
120158,109520.1
120159,106790.51
120160,108807.5
120161,105423.64
120162,104873.74
120163,109317.23
120164,105358.76
120165,105163.66
120166,108080.18
120167,106850.38
120168,103567.0
120169,105639.21
120170,106292.15
120171,106075.09
120172,109227.07
120173,105577.82
120174,106224.28
120175,105132.07
120176,104234.04
120177,109220.13
120178,106832.19
120179,105065.32
120180,105595.01
120181,111316.0
120182,106466.63
120183,106752.61
120184,107777.05
120185,105032.05
120186,106122.43
120187,107497.88
120188,105438.0
120189,106703.93
120190,105208.03
120191,104984.03
120192,105691.69
120193,106598.87
120194,106385.51
120195,106714.24
120196,104060.1
120197,104907.05
120198,104884.01
120199,104884.01
120200,104884.0
120201,108378.39
120202,104021.2
120203,106231.92
120204,114690.6
120205,105747.76
120206,105607.34
120207,105941.53
120208,106820.33
120209,104823.62
120210,112762.72
120211,103961.6
120212,106827.48
120213,105009.99
120214,105751.96
120215,114451.03
120216,107650.74
120217,105994.91
120218,110929.01
120219,105416.75
120220,106070.49
120221,104764.64
120222,105886.92
120223,104898.46
120224,104847.18
120225,107827.8
120226,106792.19
120227,104731.05
120228,104755.06
120229,107166.09
120230,106873.35
120231,106833.07
120232,105975.73
120233,105960.59
120234,107418.74
120235,108092.14
120236,115135.64
120237,108476.75
120238,106351.51
120239,104707.52
120240,96843.2
120241,106609.04
120242,109079.61
120243,103840.02
120244,117322.3
120245,107154.94
120246,114655.13
120247,105619.35
120248,107064.47
120249,104981.01
120250,106268.69
120251,107589.63
120252,104677.71
120253,103909.54
120254,109444.71
120255,105088.88
120256,105056.78
120257,105312.38
120258,105518.13
120259,107947.81
120260,109819.52
120261,104906.29
120262,104630.81
120263,103701.03
120264,105050.49
120265,105712.17
120266,105575.33
120267,104563.68
120268,107016.99
120269,109174.22
120270,105012.92
120271,105834.37
120272,106624.17
120273,107489.14
120274,103629.52
120275,103673.61
120276,109799.59
120277,109225.03
120278,106073.36
120279,106121.57
120280,105558.3
120281,105349.42
120282,105708.7
120283,105442.95
120284,104451.15
120285,104451.1
120286,104451.06
120287,104451.05
120288,104451.03
120289,103872.18
120290,107195.29
120291,109611.16
120292,104669.14
120293,104408.11
120294,105510.99
120295,105658.33
120296,107931.92
120297,102439.43
120298,106067.52
120299,104599.65
120300,103719.56
120301,106324.72
120302,105283.82
120303,106516.89
120304,103450.8
120305,104848.48
120306,104276.73
120307,103888.3
120308,107962.85
120309,105063.4
120310,111024.61
120311,105045.27
120312,103787.29
120313,106882.13
120314,107059.49
120315,103535.32
120316,107355.65
120317,105470.56
120318,105041.42
120319,104515.21
120320,104241.75
120321,105196.06
120322,106100.27
120323,104170.03
120324,104985.58
120325,104197.84
120326,104521.76
120327,105583.29
120328,105798.62
120329,106395.51
120330,108376.89
120331,106012.59
120332,106569.12
120333,105185.34
120334,108705.43
120335,104440.74
120336,107344.81
120337,109747.66
120338,107498.72
120339,103221.22
120340,107117.02
120341,105061.61
120342,105946.44
120343,106161.61
120344,104095.87
120345,103009.56
120346,107663.7
120347,105416.53
120348,104180.11
120349,104847.87
120350,106083.42
120351,104007.84
120352,105496.78
120353,108092.69
120354,104202.99
120355,105116.8
120356,111457.03
120357,103974.04
120358,103974.01
120359,104183.37
120360,103962.37
120361,105052.66
120362,103962.05
120363,103935.06
120364,103936.94
120365,104432.5
120366,105139.32
120367,104892.29
120368,105244.49
120369,106565.1
120370,103880.03
120371,133528.29
120372,109371.7
120373,108051.42
120374,108118.7
120375,105498.25
120376,111069.62
120377,104342.11
120378,104635.0
120379,103815.56
120380,103690.22
120381,105407.52
120382,103598.79
120383,103672.57
120384,108066.13
120385,103559.76
120386,102929.09
120387,103777.71
120388,106787.02
120389,103768.04
120390,103768.04
120391,103768.01
120392,103768.01
120393,103768.0
120394,124878.04
120395,105903.17
120396,104775.5
120397,106497.18
120398,104703.52
120399,105068.49
120400,111604.28
120401,104227.51
120402,105576.3
120403,105068.05
120404,104909.71
120405,106015.15
120406,103327.88
120407,103775.01
120408,103737.96
120409,100049.77
120410,104843.81
120411,104874.39
120412,107185.94
120413,104481.08
120414,103638.23
120415,105440.75
120416,107670.17
120417,109646.58
120418,102958.01
120419,106722.63
120420,104565.47
120421,104969.37
120422,103626.09
120423,102787.92
120424,103576.03
120425,103575.69
120426,105073.25
120427,105385.0
120428,104576.88
120429,102688.64
120430,105337.05
120431,104272.18
120432,105235.96
120433,102696.01
120434,104780.43
120435,105943.4
120436,105443.49
120437,102696.07
120438,102696.02
120439,103622.46
120440,111513.45
120441,103532.59
120442,104455.06
120443,104033.25
120444,105227.16
120445,104617.71
120446,108762.49
120447,103476.82
120448,105552.45
120449,104525.37
120450,105556.56
120451,106527.84
120452,106012.42
